Parent Department,Specialization,Roll Number,Course Code,Semester #,Course Name,LTP,Credit,Type,offered_for_minor
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE3203,6,Construction Planning & Management,3-0-0,3,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE3204,6,Environmental Engineering - 2,3-1-0,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE3205,6,Water Resource Engineering - 2,3-0-2,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE3206,6,Transportation Engineering - 2,3-0-0,3,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,XX41PQ,7,B. Tech. Elective - I,3-0-0,3,BTE1,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,XX41PQ,7,B. Tech. Elective - II,3-0-0,3,BTE2,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,XX41PQ,7,IDE - III,3-0-0,3,IDE3,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,HS41PQ,7,HSS Elective   II,3-0-0,3,HS2,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,XX4198,7,Summer Internship*,0-0-12,3,SI,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,XX4199,7,Project   I,0-0-12,6,P1,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE5105,7,Advanced Soil Mechanics,3-0-0,3,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,RM6201,8,Research Methodology,3-1-0,4,RM,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE5204,8,Advanced Foundation Engineering,3-0-0,3,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE5205,8,Computational Geomechanics,3-0-2,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE52PQ/CE62PQ,8,M Tech Elective - I,3-0-0,3,MTE1,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE4299,8,Project - II,0-0-12,6,P2,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE51PQ/CE61PQ,9,M Tech Elective - II,3-0-0,3,MTE2,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE51PQ/CE61PQ,9,M Tech Elective - III,3-0-0,3,MTE3,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE51PQ/CE61PQ,9,M Tech Elective - IV,3-0-0,3,MTE4,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE5199,9,Project - III,0-0-16,8,P3,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE5299,10,Project - IV,0-0-36,18,P4,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,MA1101,1,Calculus and Linear Algebra,3-1-0,4,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS1101,1,Foundations of Programming ,3-0-3,4.5,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,PH1101/PH1201,1,Physics,3-1-3,5.5,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CE1101/CE1201,1,Engineering Graphics,1-0-3,2.5,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,EE1101/EE1201,1,Electrical Sciences,3-0-3,4.5,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,HS1101,1,English for Professionals,2-0-1,2.5,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,MA1201,2,Probability Theory and Ordinary Differential Equations,3-1-0,4,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS1201,2,Data Structure,3-0-3,4.5,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CH1201/CH1101,2,Chemistry,3-1-3,5.5,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,ME1201/ME1101,2,Mechanical Fabrication,0-0-3,1.5,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,ME1202/ME1102,2,Engineering Mechanics,3-1-0,4,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,IK1101,2,Indian Knowledge System(IKS),3-0-0,3,IKS,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS2101,3,Algorithm,3-0-3,4.5,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS2102,3,Digital Logic and Computer Organization,3-0-3,4.5,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS2103,3,Artificial Intelligence Concepts,2-0-2,3,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS2104,3,Discrete Mathematics,3-0-0,3,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS2105,3,Optimization Techniques,3-0-0,3,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,HS21PQ,3,HSS Elective - I,3-0-0,3,HS-I,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS2201,4,Formal Language and Automata Theory,3-0-0,3,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS2202,4,Database and Warehousing,3-0-2,4,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS2203,4,Artificial Intelligence,3-0-3,4.5,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS2204,4,IT Workshop,0-2-2,3,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS2205,4,Computer Architecture,3-0-3,4.5,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS2209,4,IDE I (Introduction to Data Science),3-0-0,3,IDE1,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS3101,5,Operating System,3-0-3,4.5,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS3102,5,Computer Network,3-0-3,4.5,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS3103,5,Machine Learning,3-0-3,4.5,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS3104,5,Compiler,3-0-3,4.5,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS3109,5,IDE II (Computer Graphics),3-0-0,3,IDE1I,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS3201,6,Cyber Security,3-0-2,4,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS3202,6,Deep Learning,3-0-3,4.5,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS3203,6,Internet of Things,3-0-3,4.5,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS32PQ,6,B. Tech. Elective - I,3-0-0,3,BTE_I,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS3299,6,Capstone Project,0-0-6,3,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS5101,7,Design and Analysis of Algorithms,3-1-0,4,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS41PQ,7,B. Tech. Elective   II,3-0-0,3,BTE-II,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS41PQ,7,B. Tech. Elective   III,3-0-0,3,BTE-III,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS4109,7,IDE1II (Data Analysis and Visualization),3-0-0,3,IDE1II,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,HS41PQ,7,HSS Elective - II,3-0-0,3,HS-II,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS4198,7,Summer Internship/ Mini Project*,0-0-12,3,SI,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS4199,7,Project - I,0-0-12,6,P1,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS5201,8,Advanced Artificial Intelligence,3-0-0,3,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS5202,8,Theoretical Computer Science,3-0-0,3,Core,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS62PQ,8,M. Tech. Elective   I,3-0-0,3,MTE-I,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,RM6201,8,Research Methodology,3-1-0,4,RM,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS4299,8,Project II,0-0-12,6,P2,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS61PQ,9,M. Tech. Elective   II,3-0-0,3,MTE-II,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS61PQ,9,M. Tech. Elective   III,3-0-0,3,MTE-III,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS61PQ,9,M. Tech. Elective   IV,3-0-0,3,MTE-IV,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS6190,9,Project - III,0-0-16,8,P3,0.0
Department of Computer Science & Engineering,B. Tech.   M. Tech. Dual Degree in Computer Science and Engineering,NS,CS6290,10,Project-IV,0-0-36,18,P4,0.0
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,MA1101,1,Calculus and Linear Algebra,3-1-0,4,Core,0.0
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,CS1101,1,Foundations of Programming ,3-0-3,4.5,Core,0.0
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,PH1101/PH1201,1,Physics,3-1-3,5.5,Core,0.0
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,CE1101/CE1201,1,Engineering Graphics,1-0-3,2.5,Core,0.0
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE1101/EE1201,1,Electrical Sciences,3-0-3,4.5,Core,0.0
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,HS1101,1,English for Professionals,2-0-1,2.5,Core,0.0
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,MA1201,2,Probability Theory and Ordinary Differential Equations,3-1-0,4,Core,0.0
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,CS1201,2,Data Structure,3-0-3,4.5,Core,0.0
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,CH1201/CH1101,2,Chemistry,3-1-3,5.5,Core,0.0
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,ME1201/ME1101,2,Mechanical Fabrication,0-0-3,1.5,Core,0.0
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,ME1202/ME1102,2,Engineering Mechanics,3-1-0,4,Core,0.0
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,IK1101,2,Indian Knowledge System(IKS),3-0-0,3,IKS,0.0
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE2101,3,Measurements and Instrumentation,3-0-2,4,Core,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE2102,3,Network Analysis and Synthesis,3-0-0,3,Core,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EC2101,3,Analog Circuits,3-0-2,4,Core,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EC2102,3,Signals and Systems,3-1-0,4,Core,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE2103,3,Electrical Machines   I,2-0-2,3,Core,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,HS21PQ,3,HSS Elective I,3-0-0,3,HS1,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EC2201,4,Digital Electronics,3-0-2,4,Core,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EC2202,4,Microprocessor,2-0-2,3,Core,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE2201,4,Control Systems,3-0-2,4,Core,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE2202,4,Electrical Machines-II,2-0-2,3,Core,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EC2204,4,Internet of Things,3-0-0,3,Core,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,XX22PQ,4,IDE I,3-0-0,3,IDE1,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EC3101,5,Microcontroller and Embedded System,3-0-2,4,Core,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE3101,5,Power Systems-I,2-0-2,3,Core,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE3102,5,Modern Control Theory,3-0-2,4,Core,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EC3104,5,Engineering Electromagnetics,3-0-0,3,Core,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EC3105,5,Random Signals and Stochastic Processes,3-0-0,3,Core,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,XX31PQ,5,IDE II,3-0-0,3,IDE2,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE3201,6,Fundamentals of Electric Drives,3-0-2,4,Core,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EC3202,6,Digital Signal Processing,3-0-2,4,Core,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EC3203,6,Introduction to AI/ML,3-0-0,3,Core,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE3202,6,Power System II,3-0-2,4,Core,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE3203,6,Power Electronics,3-0-2,4,Core,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE3204,6,Electrical Machine Design,1-0-2,2,Core,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE41xx,7,B. Tech. Elective   I,3-0-0,3,BTE1,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE41xx,7,B. Tech. Elective   II,3-0-0,3,BTE2,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,HS41PQ,7,HSS Elective - II,3-0-0,3,HS2,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,XX41PQ,7,IDE - III,3-0-0,3,IDE3,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE4196,7,Summer Internship*,0-0-12,3,SI,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE4197,7,Project   I,0-0-12,6,P1,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE5101,7,Computer Aided Power System Analysis,3-0-2,4,Core,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE5201,8,"Power System Dynamics, Control and Protection",3-0-2,4,Core,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE5202,8,Nonlinear Dynamical Systems,3-0-2,4,Core,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,XX52PQ/XX62PQ,8,M. Tech. Elective   I,3-0-0,3,MTE1,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE4297,8,Project   II,0-0-12,6,P2,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,RM6201,8,Research Methodology,3-1-0,4,RM,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,XX52PQ/XX62PQ,9,M. Tech. Elective   II,3-0-0,3,MTE2,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,XX52PQ/XX62PQ,9,M. Tech. Elective   III,3-0-0,3,MTE3,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,XX52PQ/XX62PQ,9,M. Tech. Elective   IV,3-0-0,3,MTE4,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE5197,9,Project   III,0-0-16,8,P3,
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE5297,10,Project IV,0-0-36,18,P4,
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,MA1101,1,Calculus and Linear Algebra,3-1-0,4,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,CS1101,1,Foundations of Programming ,3-0-3,4.5,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,PH1101/PH1201,1,Physics,3-1-3,5.5,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,CE1101/CE1201,1,Engineering Graphics,1-0-3,2.5,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EE1101/EE1201,1,Electrical Sciences,3-0-3,4.5,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,HS1101,1,English for Professionals,2-0-1,2.5,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,MA1201,2,Probability Theory and Ordinary Differential Equations,3-1-0,4,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,CS1201,2,Data Structure,3-0-3,4.5,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,CH1201/CH1101,2,Chemistry,3-1-3,5.5,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,ME1201/ME1101,2,Mechanical Fabrication,0-0-3,1.5,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,ME1202/ME1102,2,Engineering Mechanics,3-1-0,4,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,IK1101,2,Indian Knowledge System(IKS),3-0-0,3,IKS,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EE2101,3,Measurements and Instrumentation,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EE2102,3,Network Analysis and Synthesis,3-0-0,3,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EC2101,3,Analog Circuits,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EC2102,3,Signals and Systems,3-1-0,4,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EC2103,3,Semiconductor Devices,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,HS21PQ,3,HSS Elective - I,3-0-0,3,HS1,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EC2201,4,Digital Electronics,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EC2202,4,Microprocessor,2-0-2,3,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EE2201,4,Control Systems,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EC2203,4,Computer Organization and Architecture,3-0-0,3,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EC2204,4,Internet of Things,3-0-0,3,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,XX22PQ,4,IDE - I,3-0-0,3,IDE1,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EC3101,5,Microcontroller and Embedded System,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EE3102,5,VLSI Design,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EC3103,5,Analog Communication,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EC3104,5,Engineering Electromagnetics,3-0-0,3,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EC3105,5,Random Signals and Stochastic Processes,3-0-0,3,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,XX31PQ,5,IDE - II,3-0-0,3,IDE2,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EC3201,6,Digital Communication,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EC3202,6,Digital Signal Processing,3-0-2,4,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EC3203,6,Introduction to AI/ML,3-0-0,3,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EC3204,6,Low     Power     MOSFETs     Design     and Modeling,3-0-0,3,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EC3205,6,Introduction to Wireless Communications,3-0-0,3,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EC3206,6,RF Systems,3-0-0,3,Core,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EC41XX,7,B. Tech. Elective - I,3-0-0,3,BTE1,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EC41XX,7,B. Tech. Elective - II,3-0-0,3,BTE2,0.0
Electrical Engineering,B. Tech. M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,XX41PQ,7,IDE - III,3-0-0,3,IDE3,0.0
